User_ID,Movie_ID,Rating
1457,152,5
1457,148,4
1457,138,3
1457,118,3
1457,58,4
1457,44,4
1457,30,4
1500,299,2
1500,275,4
1500,273,4
1500,197,3
1500,191,1
1500,187,4
1500,175,4
1500,167,4
1500,166,4
1500,143,3
1500,111,5
1500,108,5
1507,299,4
1507,295,4
1507,269,3
1507,143,4
1507,68,4
1507,30,4
1527,273,3
1527,257,4
1527,253,2
1527,252,5
1527,199,3
1527,191,3
1527,175,5
1527,76,2
1527,44,4
1527,30,4
1533,295,4
1533,197,4
1533,156,3
1533,118,3
1533,111,4
1533,33,5
1533,26,4
1534,273,4
1534,191,1
1534,58,4
1534,8,2
1573,299,4
1573,268,4
1573,191,1
1573,118,3
1573,30,1
1588,257,4
1588,256,4
1588,252,4
1588,199,4
1588,175,4
1588,111,3
1588,45,4
1611,297,5
1611,295,3
1611,285,4
1611,270,4
1611,241,5
1611,108,4
1611,84,3
1611,68,4
1611,18,2
1626,290,3
1626,241,3
1626,175,5
1626,166,3
1626,156,4
1626,77,4
1626,30,4
1636,201,5
1636,191,3
1636,30,5
1636,8,4
1664,299,3
1664,290,5
1664,248,5
1664,58,3
1664,30,3
1689,270,4
1689,269,3
1689,175,4
1689,111,4
1689,84,5
1693,290,4
1693,197,3
1693,175,3
1693,58,4
1701,295,4
1701,285,4
1701,223,3
1701,197,4
1701,30,2
1702,295,4
1702,270,4
1702,213,4
1702,189,5
1702,175,4
1702,171,4
1702,148,4
1702,127,4
1702,118,3
1702,18,3
1715,273,2
1715,270,5
1715,152,3
1715,77,3
1734,299,4
1734,270,4
1734,111,4
1734,79,3
1734,28,2
1738,257,5
1738,252,3
1738,248,4
1738,175,4
1738,77,3
1746,295,4
1746,143,3
1809,290,3
1809,269,3
1809,191,5
1809,68,4
1809,30,3
1811,299,5
1811,285,4
1811,281,3
1811,257,4
1811,223,5
1811,213,5
1811,191,5
1811,111,4
1811,30,3
1830,223,3
1830,197,4
1830,191,3
1830,189,4
1830,175,4
1830,148,3
1830,26,5
1831,299,4
1831,252,3
1831,225,2
1831,199,1
1831,191,3
1831,166,3
1831,58,5
1846,290,5
1846,143,4
1846,77,5
1846,30,5
1846,26,4
1871,295,5
1871,257,5
1871,241,5
1871,191,3
1871,138,3
1871,118,3
1871,84,4
1871,30,4
1871,28,3
1894,299,4
1894,253,2
1894,232,5
1894,199,4
1894,180,3
1894,175,4
1894,165,5
1894,28,5
1897,241,4
1897,191,5
1897,175,2
1897,118,3
1897,83,2
1897,58,3
1900,295,4
1900,275,5
1900,197,3
1900,111,3
1900,104,4
1918,299,4
1918,273,4
1918,269,3
1918,199,4
1918,197,4
1918,191,4
1918,175,4
1918,171,4
1918,30,4
1922,285,2
1922,257,4
1922,175,3
1922,148,3
1947,269,5
1947,252,4
1947,241,4
1983,290,4
1983,52,4
1983,30,2
1985,285,3
1985,197,4
1985,191,4
1985,156,4
2000,299,4
2000,290,4
2000,273,5
2000,197,5
2000,191,2
2000,175,3
2000,138,4
2000,127,5
2000,104,3
2000,84,4
2000,58,3
2000,30,3
2050,290,4
2050,285,3
2050,223,2
2050,30,3
2057,199,2
2057,197,4
2057,191,3
2057,143,2
2057,56,3
2114,257,3
2114,191,1
2114,189,4
2114,175,5
2128,262,5
2128,255,5
2128,241,3
2128,223,5
2128,197,4
2128,166,4
2128,97,3
2128,83,3
2128,30,2
2128,26,4
2133,299,4
2133,275,4
2133,269,4
2133,252,5
2133,223,4
2133,175,5
2133,148,4
2133,111,1
2133,28,3
2133,16,4
2133,8,3
2172,223,4
2172,191,5
2172,30,1
2172,16,2
2213,299,4
2213,283,5
2213,269,5
2213,256,3
2213,252,5
2213,241,3
2213,232,4
2213,197,4
2213,191,3
2213,187,5
2213,175,4
2213,166,4
2213,143,4
2213,111,4
2213,83,3
2213,30,4
2213,28,2
2213,8,4
2225,295,3
2225,191,1
2225,175,4
2225,143,4
2225,52,1
2225,30,3
2233,299,3
2233,241,3
2233,209,4
2250,197,4
2264,273,3
2264,199,4
2264,197,3
2264,191,5
2264,175,4
2264,143,4
2264,30,3
2264,28,4
2270,191,5
2280,255,4
2280,241,5
2280,152,4
2280,111,4
2280,77,4
2307,290,4
2307,269,4
2307,252,3
2307,241,4
2307,223,4
2307,189,4
2307,175,4
2307,165,3
2307,148,5
2307,118,3
2307,111,4
2307,52,5
2338,295,4
2338,175,3
2338,156,3
2338,18,3
2363,273,5
2363,262,4
2363,256,4
2363,225,3
2363,148,4
2363,143,4
2363,58,5
2363,33,3
2363,30,5
2379,285,3
2379,166,3
2379,143,5
2379,118,4
2379,108,4
2379,48,2
2385,295,3
2385,166,5
2385,156,4
2385,58,4
2431,273,5
2431,268,2
2431,225,4
2431,197,4
2431,143,1
2431,28,2
2442,275,4
2442,171,2
2442,152,4
2442,30,5
2455,270,5
2455,241,4
2455,191,4
2455,175,3
2455,173,4
2455,167,4
2455,148,5
2455,143,3
2455,18,5
2455,8,5
2467,281,4
2467,223,3
2467,197,3
2467,191,4
2467,175,4
2469,299,3
2469,295,3
2469,290,4
2469,256,4
2469,253,3
2469,199,3
2469,191,4
2469,175,4
2469,156,5
2469,143,3
2469,118,4
2469,44,3
2469,8,5
2555,299,5
2555,285,4
2555,257,2
2678,295,4
2678,283,4
2678,232,4
2678,197,4
2678,191,4
2678,175,3
2678,30,4
2678,28,4
2693,270,4
2693,269,3
2693,208,4
2693,118,3
2693,79,4
2693,30,4
2693,28,2
2757,299,3
2757,273,3
2757,223,3
2757,197,1
2757,191,2
2757,143,5
2757,78,4
2757,30,5
2781,270,3
2781,187,4
2787,299,4
2787,289,3
2787,285,5
2787,275,5
2787,273,5
2787,256,3
2787,241,3
2787,240,4
2787,238,4
2787,199,3
2787,197,3
2787,191,4
2787,171,3
2787,108,4
2787,77,3
2787,28,3
2790,281,5
2790,256,5
2790,199,5
2790,197,4
2790,148,3
2790,26,5
2794,270,3
2794,269,5
2794,256,5
2794,241,5
2794,223,4
2794,213,1
2807,290,3
2807,191,4
2807,152,4
2807,77,3
2807,55,4
2807,30,4
2807,17,4
2878,290,3
2878,275,5
2878,232,3
2878,191,2
2878,143,3
2878,76,4
2878,45,3
2878,33,4
2892,295,4
2892,290,3
2892,257,4
2892,252,3
2892,232,3
2892,180,2
2892,171,4
2892,148,1
2892,30,5
2892,8,4
2900,290,2
2900,256,3
2900,241,3
2900,197,5
2900,30,2
2905,299,4
2905,285,5
2905,275,4
2905,270,3
2905,269,1
2905,257,4
2905,199,4
2905,197,4
2905,143,3
2905,122,4
2905,111,3
2905,58,3
2905,30,4
2905,28,5
2960,197,3
2960,175,4
2960,79,4
2976,295,3
2976,290,4
2976,285,4
2976,283,3
2976,262,3
2976,257,3
2976,241,3
2976,225,4
2976,209,3
2976,199,4
2976,191,5
2976,175,4
2976,118,4
2976,111,1
2976,108,4
2976,104,4
2976,58,4
2976,30,3
2976,28,5
3039,299,5
3039,290,4
3039,268,4
3039,223,4
3039,189,4
3039,118,3
3039,111,4
3039,58,5
3039,30,4
3069,299,1
3069,197,3
3069,191,3
3069,17,4
3097,295,4
3097,197,4
3097,3,2
3101,290,4
3101,257,1
3101,223,4
3101,208,4
3101,148,4
3101,83,4
3101,26,3
3172,152,4
3172,143,4
3172,111,3
3172,8,5
3184,270,4
3184,256,5
3184,197,2
3184,191,4
3184,175,4
3184,32,4
3184,30,3
3184,17,4
3186,299,3
3186,256,3
3186,191,1
3186,187,5
3186,143,3
3186,46,5
3210,290,3
3210,197,4
3210,118,3
3210,28,2
3221,175,5
3221,28,4
3232,299,3
3232,175,5
3232,26,3
3292,299,5
3292,295,2
3292,270,5
3292,269,5
3292,215,3
3292,173,4
3292,77,4
3292,30,3
3321,299,4
3321,297,4
3321,295,4
3321,289,3
3321,283,2
3321,270,4
3321,269,4
3321,241,3
3321,240,4
3321,232,4
3321,223,4
3321,197,3
3321,191,4
3321,189,2
3321,175,3
3321,173,4
3321,171,3
3321,148,1
3321,143,4
3321,118,3
3321,111,4
3321,108,4
3321,104,3
3321,83,4
3321,77,4
3321,76,4
3321,58,1
3321,52,2
3321,48,3
3321,30,4
3323,241,4
3323,175,5
3323,166,3
3323,156,2
3323,152,4
3363,297,4
3363,295,2
3363,290,4
3363,283,4
3363,252,5
3363,241,5
3363,199,4
3363,191,3
3363,189,4
3363,175,3
3363,83,3
3363,30,4
3363,18,2
3392,257,2
3392,191,4
3392,118,5
3392,47,3
3402,255,2
3402,46,5
3402,44,4
3406,299,4
3406,290,4
3406,285,4
3406,175,5
3423,197,4
3423,83,4
3432,191,4
3432,175,1
3432,55,5
3432,47,4
3432,30,3
3456,199,4
3456,52,5
3458,299,3
3458,290,3
3458,273,5
3458,270,1
3458,269,4
3458,257,3
3458,256,5
3458,248,4
3458,241,5
3458,216,2
3458,148,5
3458,83,4
3458,58,4
3458,48,4
3460,285,4
3460,241,5
3460,175,4
3460,166,3
3460,118,4
3460,30,2
3461,299,3
3461,290,3
3461,270,4
3461,216,3
3461,199,4
3461,197,4
3461,189,3
3461,44,4
3461,30,2
3470,269,4
3470,255,5
3470,189,4
3470,187,4
3470,143,4
3487,248,4
3487,191,4
3487,118,4
3492,273,4
3492,252,5
3492,191,3
3492,111,4
3492,28,5
3495,241,4
3495,175,4
3495,111,3
3495,28,5
3498,299,3
3498,295,3
3498,189,3
3498,187,4
3521,299,4
3521,270,3
3521,191,3
3521,111,3
3521,108,3
3522,299,3
3522,223,3
3522,175,4
3530,197,4
3530,48,3
3589,57,4
3595,290,5
3595,269,4
3595,257,4
3595,253,1
3595,199,5
3595,188,4
3595,187,4
3595,171,3
3595,152,4
3595,127,4
3595,111,4
3595,58,4
3595,44,4
3595,30,3
3595,28,4
3604,299,4
3604,295,5
3604,290,2
3604,273,3
3604,269,4
3604,256,4
3604,191,2
3604,187,3
3604,175,5
3604,143,5
3604,138,4
3604,76,5
3604,30,4
3604,28,3
3604,26,5
3621,295,3
3621,197,3
3621,187,3
3621,175,4
3621,83,4
3694,273,5
3694,257,4
3694,241,5
3694,223,4
3694,197,3
3694,191,4
3694,181,2
3694,175,5
3694,143,3
3694,83,4
3694,30,4
3694,28,4
3695,295,5
3695,290,3
3695,148,3
3695,46,3
3715,295,4
3715,165,5
3715,152,5
3715,18,2
3718,299,4
3718,275,4
3718,270,4
3718,256,2
3718,252,3
3718,241,4
3718,223,3
3718,197,5
3718,175,3
3718,110,4
3718,44,4
3718,30,4
3742,240,4
3742,30,4
3743,269,4
3743,257,5
3743,199,2
3743,197,3
3743,191,5
3743,111,3
3743,83,3
3743,30,3
3743,28,3
3764,197,2
3764,189,4
3764,175,3
3767,273,2
3767,241,5
3767,223,3
3767,191,5
3767,143,2
3767,108,4
3767,97,4
3767,83,5
3767,58,4
3777,252,4
3777,191,4
3777,143,4
3786,299,3
3786,269,4
3786,197,3
3786,187,3
3786,143,3
3786,79,5
3786,77,3
3786,46,5
3788,290,4
3788,191,5
3788,83,4
3788,44,3
3798,299,2
3798,273,4
3798,252,4
3798,241,1
3798,187,3
3798,167,3
3798,143,4
3798,118,5
3798,30,1
3802,225,3
3802,209,4
3802,83,1
3802,28,4
3802,3,3
3826,295,4
3826,273,4
3826,197,3
3826,175,4
3826,173,4
3870,273,3
3870,269,4
3870,191,4
3870,187,5
3870,111,4
3870,104,3
3870,83,4
3870,30,4
3870,16,3
3871,283,3
3871,269,3
3871,257,4
3871,252,5
3871,191,5
3871,97,4
3871,30,4
3921,299,4
3921,290,4
3921,285,5
3921,275,2
3921,199,4
3921,197,3
3921,191,3
3921,175,4
3921,143,3
3921,118,4
3921,30,5
3934,257,4
3934,252,2
3934,191,5
3934,189,5
3934,30,4
3984,299,3
3984,197,5
3984,191,3
3998,299,4
3998,290,3
3998,285,1
3998,283,2
3998,273,4
3998,270,4
3998,269,5
3998,241,3
3998,197,3
3998,191,4
3998,189,5
3998,175,4
3998,166,4
3998,143,4
3998,108,3
3998,45,3
3998,30,5
3998,28,3
3998,18,3
3998,8,5
4044,295,4
4044,241,1
4044,175,4
4044,30,3
4057,299,5
4057,295,3
4057,270,4
4057,257,3
4057,241,1
4057,232,4
4057,199,3
4057,191,3
4057,188,4
4057,181,5
4057,148,4
4057,143,3
4057,127,4
4057,108,5
4057,30,4
4059,241,4
4059,232,3
4059,215,5
4059,209,4
4059,175,5
4059,97,5
4066,285,1
4066,197,3
4066,143,4
4066,83,3
4066,58,1
4066,8,3
4103,285,3
4103,199,4
4103,175,5
4103,156,2
4127,199,2
4127,175,4
4247,270,3
4247,257,3
4247,225,5
4247,191,4
4247,189,3
4247,175,5
4247,166,5
4247,152,4
4247,143,5
4247,118,1
4247,30,1
4277,290,4
4277,241,4
4277,199,5
4277,181,1
4277,57,3
4277,44,3
4277,30,4
4298,223,4
4298,199,3
4298,83,5
4300,199,5
4300,175,3
4300,30,4
4306,295,1
4306,290,2
4306,269,3
4306,257,4
4306,241,3
4306,216,2
4306,197,3
4306,191,5
4306,189,2
4306,118,3
4306,111,3
4306,30,3
4315,297,3
4315,285,4
4315,241,4
4315,191,4
4315,187,3
4315,175,2
4315,173,4
4315,156,3
4315,148,4
4315,111,4
4315,55,5
4315,48,4
4315,30,2
4315,28,3
4326,299,3
4326,199,3
4326,197,4
4326,191,4
4326,148,3
4326,97,5
4326,83,1
4326,77,3
4326,16,5
4330,275,5
4330,268,4
4330,143,1
4347,299,4
4347,290,4
4347,257,2
4347,197,4
4347,175,4
4398,241,5
4398,189,5
4398,118,5
4409,299,5
4409,273,4
4409,256,4
4409,241,4
4409,108,2
4409,58,4
4409,30,4
4409,3,3
4421,295,3
4421,257,5
4421,253,3
4421,252,3
4421,208,2
4421,197,4
4421,191,4
4421,189,3
4421,148,4
4421,118,3
4421,78,3
4421,58,4
4421,30,2
4421,8,4
4422,295,4
4422,273,3
4422,248,4
4422,241,4
4422,197,4
4422,175,4
4422,148,5
4422,118,3
4422,28,5
4422,26,4
4422,18,3
4437,148,3
4437,28,4
4439,270,3
4439,268,5
4439,241,5
4439,191,3
4439,148,3
4439,143,4
4439,32,3
4439,3,5
4451,216,3
4451,143,4
4460,273,4
4460,199,4
4460,181,5
4461,295,4
4461,241,4
4461,143,4
4461,118,3
4461,28,4
4477,299,3
4477,270,4
4477,257,3
4477,248,5
4477,223,4
4477,187,2
4477,166,3
4477,148,3
4477,118,3
4477,104,4
4477,77,4
4477,56,3
4477,30,4
4477,8,4
4488,290,1
4488,270,5
4488,257,3
4488,232,5
4488,191,1
4488,175,3
4488,148,4
4488,77,3
4488,30,4
4545,290,4
4545,283,4
4545,118,3
4545,30,4
4545,28,4
4576,290,2
4576,241,4
4576,208,3
4576,197,3
4576,191,4
4576,187,4
4576,173,1
4576,111,5
4576,47,5
4576,44,2
4581,299,4
4581,295,4
4581,290,5
4581,269,4
4581,191,4
4581,187,4
4581,30,5
4597,290,4
4597,275,4
4597,273,4
4597,270,5
4597,252,4
4597,241,4
4597,197,2
4597,191,2
4597,175,5
4597,156,4
4597,143,4
4597,104,3
4597,97,4
4597,84,3
4597,33,5
4597,30,5
4597,17,4
4597,8,4
4605,299,4
4605,215,3
4605,197,3
4605,191,4
4605,175,2
4605,111,3
4605,58,3
4606,290,3
4606,273,3
4606,270,4
4606,241,3
4606,199,3
4606,175,4
4606,8,4
4638,290,3
4638,283,4
4638,273,4
4638,257,4
4638,232,5
4638,148,4
4638,33,4
4638,28,3
4666,270,2
4666,240,1
4666,216,2
4666,148,4
4666,118,3
4666,30,1
4666,28,3
4679,270,5
4679,248,1
4679,241,4
4679,225,1
4679,191,4
4679,178,5
4679,156,4
4679,111,3
4679,83,4
4679,44,2
4679,30,1
4679,28,3
4706,295,4
4706,257,4
4706,241,5
4706,223,3
4706,215,4
4706,199,1
4706,197,4
4706,191,4
4706,175,5
4706,166,3
4706,76,1
4706,30,3
4706,26,3
4739,289,4
4739,241,1
4739,143,3
4739,57,1
4753,295,4
4753,268,5
4753,255,4
4753,252,4
4753,241,3
4753,240,4
4753,197,5
4753,44,4
4783,285,4
4783,273,4
4783,215,2
4783,199,1
4783,197,1
4783,152,3
4783,84,3
4783,47,2
4783,28,1
4783,26,3
4804,269,1
4804,175,2
4804,173,4
4804,156,2
4804,79,1
4804,58,1
4804,8,5
4807,299,4
4807,175,5
4807,44,4
4807,30,4
4807,17,3
4893,295,5
4893,273,4
4893,270,3
4893,165,2
4893,84,1
4894,197,4
4894,175,4
4894,148,4
4894,118,4
4894,30,4
4894,8,2
4905,299,5
4905,295,4
4905,275,2
4905,270,3
4905,257,5
4905,252,3
4905,241,3
4905,223,5
4905,197,4
4905,191,4
4905,187,1
4905,175,4
4905,156,4
4905,143,3
4905,111,1
4905,76,4
4905,52,4
4905,30,2
4906,295,3
4906,290,1
4906,270,1
4906,269,4
4906,257,3
4906,241,4
4906,213,4
4906,197,2
4906,191,4
4906,189,5
4906,175,4
4906,167,3
4906,143,2
4906,111,4
4906,77,4
4906,48,2
4906,30,2
4960,241,3
4960,239,3
4960,191,3
4960,175,5
4960,58,5
4981,167,1
4983,295,1
4983,290,1
4983,273,1
4983,241,4
4983,197,3
4983,191,4
4983,175,4
4983,143,2
4983,118,4
4983,111,3
4983,30,1
4983,28,3
5027,269,2
5027,257,5
5027,240,1
5027,191,3
5027,30,1
5034,290,4
5034,275,3
5034,241,3
5082,299,2
5082,270,2
5082,256,2
5082,191,3
5082,175,5
5082,55,2
5082,30,3
5082,28,4
5087,299,1
5087,268,5
5087,241,5
5087,111,2
5087,108,2
5107,199,3
5107,175,5
5107,133,1
5107,76,4
5107,30,1
5107,28,3
5109,285,5
5109,241,5
5109,189,4
5109,30,4
5109,3,5
5168,295,3
5168,273,2
5168,191,5
5168,97,4
5168,77,3
5168,28,4
5202,241,3
5202,215,4
5202,143,4
5256,197,4
5256,83,3
5256,28,2
5317,290,4
5317,270,2
5317,255,4
5317,199,3
5317,197,4
5317,175,3
5317,28,5
5399,299,3
5399,289,1
5399,191,5
5399,187,4
5399,175,4
5399,148,3
5399,143,4
5399,83,4
5399,58,5
5399,45,5
5399,30,4
5430,275,5
5430,273,5
5430,255,1
5430,253,3
5430,241,1
5430,46,3
5430,28,5
5430,18,2
5498,197,3
5498,28,4
5507,269,2
5507,256,2
5507,79,3
5530,299,2
5530,295,2
5530,290,2
5530,223,2
5530,215,2
5530,199,2
5530,197,3
5530,191,2
5530,189,2
5530,187,3
5530,175,2
5530,111,3
5530,58,2
5530,30,4
5530,18,4
5568,299,4
5568,285,5
5568,199,3
5568,191,4
5568,175,2
5568,173,5
5568,30,5
5568,28,2
5568,26,1
5569,275,3
5569,253,2
5569,248,3
5569,241,4
5569,199,3
5569,197,4
5569,191,5
5569,175,3
5569,171,5
5569,148,4
5569,58,2
5575,197,3
5575,30,3
5618,299,4
5618,295,2
5618,290,1
5618,285,5
5618,269,4
5618,257,2
5618,256,2
5618,241,2
5618,199,1
5618,191,4
5618,152,4
5618,143,4
5618,118,5
5618,46,4
5618,28,3
5652,289,1
5652,273,3
5652,270,3
5652,268,2
5652,241,2
5652,225,3
5652,197,2
5652,191,3
5652,175,3
5652,166,3
5652,111,1
5652,108,4
5652,83,3
5652,55,1
5652,46,1
5652,30,5
5652,28,4
5652,8,4
5665,45,5
5665,30,2
5668,295,1
5668,285,3
5668,197,2
5668,175,1
5682,252,3
5682,191,3
5682,97,4
5682,83,2
5686,269,1
5686,215,5
5686,166,5
5686,127,2
5686,30,5
5696,295,2
5696,262,4
5696,253,3
5696,30,1
5696,28,1
5727,257,2
5727,256,1
5727,252,1
5727,191,1
5727,175,3
5727,111,5
5727,45,3
5727,8,3
5749,290,1
5749,256,2
5749,241,4
5749,232,1
5749,187,3
5749,175,3
5762,143,3
5762,133,2
5762,30,1
5771,290,4
5771,187,3
5771,167,1
5771,83,3
5771,8,1
5827,299,3
5827,290,1
5841,270,4
5841,256,3
5841,216,2
5841,199,4
5841,187,2
5841,28,1
5856,241,4
5856,197,4
5856,191,5
5856,143,4
5856,44,3
5856,30,4
5858,232,2
5858,156,1
5858,118,4
5858,111,3
5858,30,3
5878,285,2
5878,187,3
5878,143,3
5878,111,3
5878,83,4
5889,270,3
5889,216,2
5889,175,4
5889,118,2
5889,17,3
5916,191,5
5916,187,3
5916,175,2
5916,148,4
5916,28,5
5931,175,4
5931,56,4
5945,299,3
5945,197,3
5945,191,5
5945,189,1
5945,165,2
5945,148,4
5945,84,2
5945,30,3
5945,16,3
5948,253,1
5948,118,1
5948,30,3
5951,290,5
5951,175,2
5977,290,3
5977,257,4
5977,248,4
5977,197,4
5977,191,4
5977,175,2
5977,165,3
5977,30,2
5977,28,3
5980,299,4
5980,283,3
5980,275,1
5980,257,1
5980,241,3
5980,225,3
5980,197,5
5980,191,4
5980,175,3
5980,110,4
5980,108,1
5980,83,5
5980,78,2
5980,77,3
5980,58,1
5980,32,4
5980,30,5
5980,28,2
5980,18,5
6048,197,5
6048,83,2
6056,295,2
6056,252,2
6056,248,1
6056,199,5
6056,197,4
6056,191,2
6056,188,1
6056,171,3
6056,127,4
6057,299,3
6057,290,5
6057,273,5
6057,111,3
6057,97,1
6057,30,3
6062,143,5
6062,111,2
6062,45,2
6062,30,2
6065,270,1
6065,191,2
6065,148,4
6065,30,3
6082,257,4
6082,197,3
6082,148,4
6130,187,1
6130,143,4
6138,295,2
6138,273,4
6138,191,5
6138,46,4
6161,143,1
6161,108,1
6161,18,3
6172,58,4
6172,30,3
6173,290,2
6173,262,3
6173,253,5
6173,191,2
6173,143,3
6173,30,3
6173,8,4
6177,295,2
6177,285,3
6177,252,5
6177,223,4
6178,273,4
6178,257,1
6178,241,1
6178,213,3
6178,187,3
6178,143,1
6206,299,3
6206,295,5
6206,290,3
6206,289,3
6206,285,2
6206,275,3
6206,257,4
6206,197,4
6206,191,3
6206,175,1
6206,171,3
6206,77,3
6206,58,4
6206,46,2
6206,45,4
6206,30,2
6319,290,1
6319,283,3
6319,273,3
6319,269,4
6319,79,3
6319,28,1
6336,285,1
6336,248,4
6336,191,3
6336,175,4
6336,28,5
6368,299,4
6368,257,3
6368,216,2
6368,111,1
6369,77,5
6373,257,5
6373,252,3
6373,30,4
6401,299,4
6401,238,2
6401,197,2
6401,143,5
6401,58,4
6401,55,3
6408,295,2
6408,197,5
6408,30,2
6416,299,5
6416,269,4
6416,268,2
6416,143,3
6416,118,5
6416,30,2
6427,297,3
6427,273,2
6427,209,5
6427,199,4
6427,138,2
6427,28,3
6444,299,2
6444,257,5
6444,143,4
6444,108,5
